SUBTRACTION,3-3,1,4673,anon9159,"2016-01-18 10:29:11"
SUBTRACTION,6-5,1,14558,anon9159,"2016-01-18 10:29:11"
SUBTRACTION,8-9,1,35398,anon9159,"2016-01-18 10:29:11"
SUBTRACTION,15-7,1,48332,anon9159,"2016-01-18 10:29:11"
SUBTRACTION,1-1,1,23539,anon9159,"2016-01-18 10:29:11"
SUBTRACTION,19-2,1,9827,anon9159,"2016-01-18 10:29:11"
